property_id,neighborhood,property_type,bedrooms,bathrooms,square_feet,lot_size,age,stories,condition,garage_spaces,has_pool,has_fireplace,has_deck,has_fence,has_central_heat,has_central_air,years_since_roof_replaced,years_since_hvac_replaced,kitchen_updated,bathrooms_updated,has_hoa,hoa_fee,has_special_assessment,school_rating,walk_score,transit_score,listing_month,is_spring_summer,annual_tax,estimated_rent,days_on_market,price_reductions,is_foreclosure,has_lien,owner_occupied,num_distress_keywords,estimated_repair_cost,parking_type,heating_type,cooling_type,roof_type,foundation_type,flooring_type,exterior_type,water_source,sewer_type,listing_season,listed_price,true_market_value,spread,spread_percentage
PROP_0158,Stafford Springs,Condo,2,1.0,768.0,1896602.4,48,1,Fair,1,0,0,0,0,1,0,25,20,1,0,1,219,0,8,75,54,9,0,10744,3203,20,1,0,0,1,1,12883,Driveway,Gas,Window Units,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Summer,549900.0,586835,36935.0,6.29
PROP_0159,Killingly,Single Family,4,2.0,1417.0,13503.6,52,1,Fair,3,0,1,0,1,1,1,25,20,0,0,0,0,0,8,44,41,8,1,2838,1414,20,0,0,0,0,0,5843,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Municipal,Summer,234900.0,243863,8963.0,3.68
PROP_0160,Waterbury,Single Family,3,3.0,1274.0,8712.0,47,1,Fair,2,0,0,1,1,1,1,25,20,0,0,0,0,0,7,20,17,7,1,4043,1556,60,0,0,0,0,0,10639,Garage,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Septic,Summer,239900.0,228321,-11579.0,-5.07
PROP_0161,Portland,Single Family,3,1.0,1296.0,10018.800000000001,64,1,Poor,2,0,1,1,1,0,1,20,20,0,1,0,0,0,5,47,34,3,0,5707,1629,10,0,0,0,1,0,19634,Driveway,Heat Pump,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,250000.0,227558,-22442.0,-9.86
PROP_0162,Southington,Townhouse,4,3.0,2475.0,49222.799999999996,59,2,Poor,3,0,0,0,1,0,1,25,20,0,0,0,0,0,6,66,46,2,0,7697,3022,90,0,0,0,0,2,58170,Carport,Gas,Central AC,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Municipal,Winter,549900.0,504165,-45735.0,-9.07
PROP_0163,New Canaan,Single Family,2,2.0,1236.0,8712.0,41,1,Fair,1,0,1,0,0,1,0,17,20,1,0,0,0,0,7,45,42,11,0,20218,10123,30,0,0,0,0,0,58189,Driveway,Gas,None,Asphalt Shingle,Basement,Laminate,Brick,Municipal,Municipal,Fall,1555000.0,1727803,172803.0,10.0
PROP_0164,Simsbury,Townhouse,2,3.0,1166.0,8712.0,53,1,Fair,1,0,1,0,1,0,1,25,20,0,0,0,0,0,7,67,48,10,0,3812,1128,30,2,0,0,1,0,5975,Garage,Electric,None,Asphalt Shingle,Basement,Hardwood,Wood,Municipal,Septic,Fall,180000.0,196933,16933.0,8.6
PROP_0165,Berlin,Single Family,2,2.0,1238.0,23958.000000000004,59,1,Fair,1,0,0,1,1,0,1,25,20,1,1,0,0,0,5,36,32,6,1,5544,1998,20,0,0,0,1,0,9425,Street,Electric,Central AC,Metal,Crawl Space,Hardwood,Wood,Municipal,Septic,Spring,349900.0,369656,19756.0,5.34
PROP_0166,Bridgeport,Townhouse,4,2.0,1630.0,3049.2000000000003,65,1,Distressed,3,0,0,0,1,1,1,23,20,0,0,1,172,0,6,52,44,6,1,6523,1630,10,0,0,0,0,1,44764,Garage,Electric,Central AC,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Spring,265000.0,242362,-22638.0,-9.34
PROP_0167,Stratford,Single Family,4,3.0,2144.0,50529.6,55,2,Fair,3,0,0,0,0,1,1,25,20,0,0,0,0,0,6,45,35,1,0,10485,2989,120,3,0,0,1,0,23858,Street,Gas,Window Units,Asphalt Shingle,Basement,Hardwood,Stucco,Municipal,Municipal,Winter,529900.0,546152,16252.0,2.98
PROP_0168,Deep River,Condo,2,1.0,884.0,8712.0,47,1,Fair,1,0,1,0,1,1,0,23,20,0,0,1,248,0,9,100,90,4,1,2084,901,30,0,0,0,1,1,4952,Driveway,Electric,Central AC,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Septic,Spring,159900.0,157787,-2113.0,-1.34
PROP_0169,Hartford,Single Family,3,3.0,1445.0,5227.2,65,1,Distressed,2,0,1,0,1,1,1,21,20,1,1,0,0,0,6,94,76,3,0,3062,885,10,1,0,0,0,0,21698,Garage,Gas,Window Units,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,139900.0,135232,-4668.0,-3.45
PROP_0170,New Milford,Single Family,1,2.0,1644.0,558003.6,54,2,Fair,0,0,1,1,1,1,1,25,20,1,1,0,0,0,7,59,57,3,0,11308,4623,10,0,0,0,0,0,24607,Driveway,Gas,Central AC,Asphalt Shingle,Slab,Tile,Wood,Municipal,Municipal,Winter,750000.0,808100,58100.0,7.19
PROP_0171,Trumbull,Townhouse,2,2.0,1400.0,15245.999999999998,60,1,Poor,1,0,1,0,1,1,1,25,20,0,0,1,270,0,5,73,58,1,0,13721,3120,20,2,0,1,0,0,28942,Driveway,Gas,Window Units,Tile,Crawl Space,Hardwood,Stucco,Municipal,Municipal,Winter,574900.0,729067,154167.0,21.15
PROP_0172,Stratford,Single Family,3,2.0,1134.0,10454.4,53,1,Poor,2,0,0,1,0,1,0,25,20,1,0,0,0,0,6,100,94,10,0,5228,2406,10,0,0,1,1,0,39089,Garage,Electric,None,Metal,Slab,Hardwood,Brick,Municipal,Municipal,Fall,425000.0,468612,43612.0,9.31
PROP_0173,Enfield,Single Family,3,1.0,1008.0,12632.4,48,1,Fair,2,0,0,1,1,1,1,24,20,1,0,0,0,0,6,44,36,10,0,4706,1422,60,0,0,0,1,0,11028,Street,Oil,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Septic,Fall,239900.0,246701,6801.0,2.76
PROP_0174,Uncasville,Townhouse,2,2.0,1286.0,8712.0,55,1,Poor,1,0,0,0,1,1,0,25,20,1,0,1,217,0,9,69,58,12,0,4385,1271,20,1,0,0,0,1,19100,Carport,Gas,Window Units,Metal,Crawl Space,Hardwood,Brick,Municipal,Municipal,Fall,229995.0,241024,11029.0,4.58
PROP_0175,Naugatuck,Condo,3,1.0,912.0,9583.2,63,1,Distressed,2,0,0,0,1,1,1,25,20,1,1,1,189,0,7,100,89,12,0,5477,1211,30,1,0,0,1,0,41263,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Municipal,Fall,224000.0,206038,-17962.0,-8.72
PROP_0176,Stamford,Townhouse,3,2.0,1786.0,15245.999999999998,55,2,Fair,2,0,0,0,0,1,1,25,20,1,1,1,462,0,6,100,72,1,0,8794,3646,20,0,0,0,1,0,27329,Carport,Heat Pump,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,599000.0,578058,-20942.0,-3.62
PROP_0177,Tolland,Single Family,3,3.0,2461.0,192535.19999999998,60,2,Distressed,2,0,0,1,0,0,1,25,20,0,1,0,0,0,8,39,37,9,0,8059,3256,10,1,1,0,1,1,63227,Driveway,Electric,Central AC,Asphalt Shingle,Crawl Space,Carpet,Wood,Municipal,Municipal,Summer,498000.0,573251,75251.0,13.13
PROP_0178,Windham,Single Family,3,2.0,1781.0,6098.400000000001,66,2,Poor,2,0,1,0,1,1,0,25,20,0,0,0,0,0,7,43,31,7,1,4513,1127,90,1,0,0,0,1,19441,Street,Electric,Central AC,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Municipal,Summer,199000.0,186707,-12293.0,-6.58
PROP_0179,East Lyme,Single Family,4,4.0,1764.0,20037.600000000002,48,2,Fair,3,0,1,0,0,1,1,25,20,1,0,0,0,0,7,48,37,4,1,6968,2400,20,1,0,0,0,0,7486,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Spring,369000.0,361108,-7892.0,-2.19
PROP_0180,Greenwich,Single Family,4,3.0,2943.0,13068.0,49,2,Poor,3,1,1,0,1,1,0,25,20,0,1,0,0,0,7,57,42,12,0,43618,14424,60,1,0,0,0,1,225674,Street,Gas,Window Units,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Septic,Fall,2350000.0,2169405,-180595.0,-8.32
PROP_0181,New Britain,Single Family,5,2.0,2328.0,7405.200000000001,61,2,Poor,3,0,1,0,1,0,1,25,20,1,1,0,0,0,6,39,27,8,1,6366,1641,60,0,0,0,0,0,14144,Street,Gas,None,Metal,Slab,Carpet,Brick,Municipal,Septic,Summer,259900.0,243587,-16313.0,-6.7
PROP_0182,New Britain,Single Family,6,3.0,2722.0,5227.2,64,2,Poor,3,0,0,0,0,1,1,25,20,1,0,0,0,0,7,27,20,8,1,4955,1760,20,1,0,0,1,1,13538,Garage,Electric,Window Units,Asphalt Shingle,Basement,Hardwood,Wood,Municipal,Municipal,Summer,325000.0,326658,1658.0,0.51
PROP_0183,Danbury,Townhouse,1,1.0,882.0,8712.0,53,1,Fair,0,0,0,0,0,0,1,22,20,1,1,0,0,0,7,76,62,3,0,3752,998,60,1,0,0,1,0,3799,Carport,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,179000.0,170941,-8059.0,-4.71
PROP_0184,New Haven,Single Family,3,1.0,1353.0,6098.400000000001,53,1,Fair,2,0,0,0,0,1,0,25,20,1,1,0,0,0,7,34,28,8,1,2205,924,60,1,0,0,0,0,8345,Driveway,Gas,None,Asphalt Shingle,Slab,Laminate,Vinyl Siding,Municipal,Municipal,Summer,150000.0,162506,12506.0,7.7
PROP_0185,Bridgeport,Single Family,4,2.0,1721.0,9583.2,52,1,Fair,3,0,0,0,1,1,1,25,20,0,1,0,0,0,8,54,48,10,0,4971,2436,90,1,0,0,1,0,16515,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Municipal,Fall,379900.0,365245,-14655.0,-4.01
PROP_0186,Meriden,Condo,1,1.0,968.0,8712.0,62,1,Distressed,0,0,0,0,1,1,1,25,20,1,0,1,423,0,6,72,60,6,1,2044,654,20,0,0,0,0,0,8980,Garage,Heat Pump,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Stucco,Municipal,Municipal,Spring,100000.0,81830,-18170.0,-22.2
PROP_0187,New Fairfield,Single Family,2,3.0,1488.0,8712.0,61,1,Poor,1,0,0,0,1,0,1,25,20,1,0,0,0,0,5,89,69,4,1,8905,2562,90,3,0,0,0,0,24404,Driveway,Electric,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Municipal,Spring,399999.0,370105,-29894.0,-8.08
PROP_0188,Bristol,Single Family,6,2.0,2400.0,3920.3999999999996,59,1,Fair,3,0,1,1,0,1,1,25,20,0,0,0,0,0,7,45,35,10,0,6218,1634,60,0,0,0,1,0,16305,Garage,Oil,Window Units,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Fall,277000.0,286857,9857.0,3.44
PROP_0189,Hamden,Single Family,4,4.0,2696.0,42253.2,47,1,Fair,3,1,0,0,0,1,0,25,20,1,0,0,0,0,8,94,75,1,0,16101,5272,90,1,0,0,1,1,36406,Carport,Electric,Central AC,Asphalt Shingle,Slab,Tile,Wood,Municipal,Septic,Winter,799540.0,886838,87298.0,9.84
PROP_0190,Norwalk,Condo,2,2.0,952.0,8712.0,59,1,Fair,1,0,1,0,0,1,1,25,20,0,0,1,166,0,7,100,93,7,1,6058,1711,60,0,0,0,0,0,9152,Garage,Heat Pump,Window Units,Flat,Slab,Carpet,Vinyl Siding,Municipal,Septic,Summer,295000.0,322150,27150.0,8.43
PROP_0191,Norwich,Single Family,5,3.0,1917.0,13068.0,55,2,Fair,3,0,1,0,1,1,1,25,20,0,0,0,0,0,7,38,33,8,1,3947,925,60,0,0,0,1,0,5214,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Septic,Summer,159900.0,168900,9000.0,5.33
PROP_0192,Griswold,Single Family,5,4.0,2976.0,270072.0,59,2,Fair,3,1,1,0,1,0,1,25,20,0,0,0,0,0,7,43,39,2,0,11869,3056,20,0,0,0,1,2,23009,Garage,Electric,Central AC,Metal,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Winter,525000.0,522269,-2731.0,-0.52
PROP_0193,Hamden,Single Family,4,3.0,3646.0,174675.59999999998,58,2,Fair,3,0,0,1,0,1,1,19,20,0,0,0,0,0,8,33,30,2,0,12129,4266,10,0,0,0,0,3,39845,Street,Oil,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,676400.0,748590,72190.0,9.64
PROP_0194,Milford,Single Family,2,2.0,1050.0,8712.0,59,1,Poor,1,0,0,1,1,1,1,25,20,1,0,0,0,0,8,39,34,1,0,4077,1839,90,1,0,0,0,0,13435,Street,Electric,Central AC,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Winter,315000.0,320264,5264.0,1.64
PROP_0195,New Haven,Single Family,3,1.0,1673.0,4356.0,48,2,Fair,2,0,0,1,1,1,1,15,20,1,1,0,0,0,7,73,55,6,1,3028,930,180,0,0,0,1,0,7055,Garage,Heat Pump,Central AC,Asphalt Shingle,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Spring,168900.0,206903,38003.0,18.37
PROP_0196,Monroe,Single Family,2,2.0,2066.0,8712.0,52,1,Fair,1,0,1,0,1,1,0,20,20,0,0,0,0,0,5,38,27,11,0,12814,2892,60,3,0,0,0,0,22106,Garage,Electric,Central AC,Metal,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Fall,529900.0,519198,-10702.0,-2.06
PROP_0197,Naugatuck,Single Family,3,2.0,1338.0,3920.3999999999996,51,1,Poor,2,0,0,0,0,1,1,25,20,1,1,0,0,0,7,51,41,5,1,4483,1734,20,0,0,0,0,0,18089,Garage,Gas,None,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Septic,Spring,269900.0,290530,20630.0,7.1
PROP_0198,Norwalk,Single Family,3,2.0,1650.0,8712.0,56,1,Poor,2,0,0,0,0,1,1,17,20,0,1,0,0,0,8,64,52,1,0,9201,2879,60,0,0,0,0,0,22584,Garage,Heat Pump,Central AC,Asphalt Shingle,Slab,Tile,Brick,Well,Municipal,Winter,459900.0,497914,38014.0,7.63
PROP_0199,Enfield,Townhouse,3,3.0,1234.0,16988.4,63,1,Distressed,2,0,0,0,0,1,1,25,20,1,0,1,411,0,8,71,66,6,1,5217,2121,30,0,0,0,1,0,26123,Driveway,Heat Pump,Central AC,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Municipal,Spring,339900.0,303814,-36086.0,-11.88
PROP_0200,South Windsor,Townhouse,3,1.0,912.0,26571.6,55,1,Poor,2,0,0,0,0,1,1,25,20,1,1,1,204,0,7,74,55,12,0,2970,1582,60,3,0,0,1,0,11551,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,244900.0,246914,2014.0,0.82
PROP_0201,East Lyme,Single Family,2,2.0,1820.0,8712.0,44,2,Poor,1,0,0,1,1,1,1,20,18,1,0,0,0,0,7,32,26,7,1,8634,3487,20,2,0,0,1,0,31632,Driveway,Oil,Central AC,Metal,Crawl Space,Tile,Brick,Municipal,Municipal,Summer,541000.0,544819,3819.0,0.7
PROP_0202,Guilford,Single Family,3,3.0,2044.0,81457.20000000001,52,1,Poor,2,0,0,1,1,0,0,25,20,1,1,0,0,0,7,33,28,5,1,11783,3200,30,1,0,0,0,2,23251,Driveway,Heat Pump,Central AC,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Spring,559900.0,541074,-18826.0,-3.48
PROP_0203,Orange,Townhouse,2,3.0,1150.0,8712.0,64,1,Distressed,1,0,0,0,0,1,1,25,20,0,0,0,0,0,5,68,53,10,0,2536,1190,60,0,0,0,1,0,17543,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Municipal,Septic,Fall,186000.0,165041,-20959.0,-12.7
PROP_0204,West Hartford,Single Family,4,2.0,2020.0,9147.6,51,2,Fair,3,0,1,1,0,1,1,21,20,0,1,0,0,0,7,75,61,10,0,4925,2011,90,0,0,0,1,0,12039,Garage,Oil,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,314900.0,340469,25569.0,7.51
PROP_0205,Hamden,Single Family,3,2.0,2158.0,24829.199999999997,58,2,Fair,2,0,1,1,1,1,1,25,20,0,0,0,0,0,7,75,56,4,1,4679,1961,10,0,0,0,1,0,11164,Street,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Spring,299900.0,327287,27387.0,8.37
PROP_0206,Norwich,Townhouse,1,2.0,1040.0,8712.0,57,1,Fair,0,0,0,0,0,0,0,20,20,0,1,1,483,0,9,82,65,8,1,2851,1149,90,1,1,0,1,0,4831,Street,Electric,Window Units,Flat,Basement,Carpet,Wood,Municipal,Municipal,Summer,194900.0,294130,99230.0,33.74
PROP_0207,New Haven,Single Family,8,3.0,3556.0,5662.8,63,2,Poor,3,0,1,0,1,1,1,25,20,1,0,0,0,0,7,74,68,11,0,3881,1599,20,0,1,0,0,0,13954,Driveway,Oil,Central AC,Tile,Crawl Space,Tile,Wood,Municipal,Municipal,Fall,250000.0,292677,42677.0,14.58
PROP_0208,Newington,Single Family,3,3.0,1212.0,6969.6,50,1,Fair,2,0,1,0,1,1,0,25,20,0,0,0,0,0,6,100,81,11,0,2024,876,120,1,0,0,1,0,4147,Garage,Gas,Central AC,Tile,Crawl Space,Laminate,Brick,Municipal,Septic,Fall,139000.0,159320,20320.0,12.75
PROP_0209,Hamden,Single Family,3,1.0,1232.0,6098.400000000001,58,1,Fair,2,0,0,1,0,1,0,25,20,0,0,0,0,0,7,38,36,6,1,6638,1658,30,1,0,0,0,0,9258,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Municipal,Spring,275000.0,269486,-5514.0,-2.05
PROP_0210,Southbury,Single Family,2,2.0,1365.0,8712.0,65,1,Poor,1,0,0,1,1,1,1,25,20,0,0,0,0,0,7,51,39,10,0,2458,1153,20,0,0,0,1,0,23147,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Carpet,Brick,Municipal,Septic,Fall,199000.0,203467,4467.0,2.2
PROP_0211,Stafford,Single Family,3,1.0,1092.0,8712.0,60,1,Poor,2,0,0,0,1,0,0,25,20,1,1,0,0,0,7,77,76,7,1,3269,1557,20,0,0,0,1,0,12768,Driveway,Electric,Central AC,Metal,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Summer,249900.0,266390,16490.0,6.19
PROP_0212,Norwalk,Single Family,2,2.0,1297.0,3920.3999999999996,49,1,Fair,1,0,1,1,1,1,1,25,20,0,0,0,0,0,5,75,61,9,0,6937,2297,20,0,0,1,1,0,13902,Garage,Gas,Central AC,Tile,Slab,Hardwood,Wood,Municipal,Municipal,Summer,385000.0,497988,112988.0,22.69
PROP_0213,Newtown,Single Family,5,5.0,4000.0,108900.0,63,3,Distressed,3,0,1,0,0,1,1,25,20,0,1,0,0,0,9,68,61,6,1,13204,5393,20,2,0,0,0,1,214697,Garage,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Well,Municipal,Spring,979900.0,910325,-69575.0,-7.64
PROP_0214,Greenwich,Single Family,2,2.0,1184.0,2613.6,43,1,Fair,1,0,1,1,1,1,1,25,20,0,0,0,0,0,9,70,60,1,0,12165,4638,30,0,0,0,1,0,22712,Garage,Gas,Central AC,Asphalt Shingle,Slab,Laminate,Brick,Municipal,Municipal,Winter,799999.0,899390,99391.0,11.05
PROP_0215,North Haven,Single Family,4,3.0,2272.0,8712.0,51,2,Fair,3,0,1,0,0,1,0,25,20,0,1,0,0,0,6,76,60,8,1,6786,3117,20,0,0,0,1,0,16351,Street,Gas,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Brick,Municipal,Septic,Summer,489900.0,489840,-60.0,-0.01
PROP_0216,East Windsor,Single Family,2,2.0,1700.0,8712.0,48,2,Poor,1,0,0,1,1,1,0,15,20,1,0,0,0,0,7,56,52,9,0,6666,2156,30,1,0,1,1,0,36627,Street,Electric,Window Units,Metal,Crawl Space,Hardwood,Brick,Municipal,Municipal,Summer,349900.0,448703,98803.0,22.02
PROP_0217,New Britain,Single Family,6,3.0,4577.0,10890.0,60,3,Poor,3,0,1,0,1,1,1,25,20,1,1,0,0,0,9,72,61,11,0,6397,2056,90,2,0,0,1,0,15940,Street,Electric,Central AC,Tile,Slab,Tile,Vinyl Siding,Municipal,Municipal,Fall,329900.0,327684,-2216.0,-0.68
PROP_0218,Ridgefield,Single Family,6,3.0,3534.0,46173.600000000006,56,3,Poor,3,0,0,1,1,1,1,25,20,0,0,0,0,0,8,26,25,8,1,16237,6351,90,0,0,0,1,0,114835,Garage,Electric,Central AC,Asphalt Shingle,Slab,Tile,Brick,Municipal,Municipal,Summer,995000.0,963965,-31035.0,-3.22
PROP_0219,Enfield,Single Family,3,3.0,2142.0,33105.6,61,2,Poor,2,0,0,0,1,1,1,25,20,1,1,0,0,0,7,56,44,10,0,8794,3156,20,0,0,0,1,1,21664,Garage,Oil,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Fall,499900.0,470888,-29012.0,-6.16
PROP_0220,Naugatuck,Single Family,3,2.0,1526.0,21780.0,47,2,Poor,2,0,0,1,1,1,1,25,19,0,1,0,0,0,7,35,29,12,0,4501,1779,20,2,0,0,0,2,17769,Garage,Gas,Central AC,Tile,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Fall,285000.0,284070,-930.0,-0.33
PROP_0221,Canton,Single Family,3,2.0,2046.0,34848.0,63,2,Distressed,2,0,1,0,1,0,0,25,20,1,1,0,0,0,5,66,50,1,0,8021,2088,120,2,0,0,1,0,75232,Driveway,Gas,Window Units,Asphalt Shingle,Crawl Space,Carpet,Stucco,Municipal,Septic,Winter,359000.0,307078,-51922.0,-16.91
PROP_0222,Middletown,Townhouse,4,3.0,2150.0,13068.0,62,1,Distressed,3,0,1,0,1,0,1,25,20,1,0,1,141,0,8,89,71,12,0,6522,2830,20,2,0,0,0,0,50680,Carport,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Brick,Municipal,Municipal,Fall,429900.0,419896,-10004.0,-2.38
PROP_0223,Hebron,Single Family,3,3.0,1772.0,8712.0,54,2,Poor,2,0,0,1,0,1,1,25,20,1,1,0,0,0,7,100,71,6,1,5805,1749,120,1,0,0,0,0,35684,Garage,Electric,None,Tile,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Spring,300900.0,290057,-10843.0,-3.74
PROP_0224,Milford,Single Family,2,3.0,2079.0,8712.0,61,2,Poor,1,0,1,1,0,0,1,25,20,0,1,0,0,0,5,32,24,11,0,8462,2111,10,1,0,0,0,2,37782,Garage,Heat Pump,Central AC,Flat,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Fall,349900.0,372858,22958.0,6.16
PROP_0225,Deep River,Single Family,3,2.0,2130.0,142005.59999999998,60,2,Poor,2,0,0,0,1,0,0,25,20,1,0,0,0,0,5,78,69,3,0,5858,1476,30,1,0,0,0,1,28435,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,239900.0,228003,-11897.0,-5.22
PROP_0226,West Hartford,Single Family,3,2.0,1556.0,13503.6,50,1,Fair,2,0,0,1,1,1,0,25,20,0,0,0,0,0,7,35,27,12,0,7232,2134,10,1,0,0,1,1,15233,Driveway,Electric,Central AC,Metal,Crawl Space,Laminate,Wood,Well,Municipal,Fall,389900.0,378548,-11352.0,-3.0
PROP_0227,Marlborough,Single Family,3,2.0,1152.0,41817.6,54,1,Fair,2,0,0,1,1,1,1,25,20,0,1,0,0,0,7,66,52,4,1,3798,1790,30,1,0,0,1,1,6479,Driveway,Electric,Central AC,Metal,Crawl Space,Hardwood,Brick,Municipal,Municipal,Spring,310000.0,310320,320.0,0.1
PROP_0228,Stamford,Single Family,4,4.0,3987.0,43560.0,60,2,Distressed,3,0,0,0,0,1,0,25,20,0,1,0,0,0,6,92,69,10,0,18876,6285,60,1,0,0,1,0,198702,Street,Gas,Central AC,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Fall,975000.0,945752,-29248.0,-3.09
PROP_0229,Waterbury,Condo,2,2.0,960.0,8276.4,48,1,Fair,1,0,0,0,0,1,1,23,20,1,1,1,100,0,7,87,72,9,0,3562,1219,20,0,0,0,1,0,9633,Street,Gas,Central AC,Tile,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Summer,217500.0,233853,16353.0,6.99
PROP_0230,Norwalk,Single Family,8,8.0,3540.0,7840.799999999999,56,2,Fair,3,1,0,1,0,1,1,19,20,1,1,0,0,0,5,30,21,2,0,15184,5599,60,1,0,0,0,0,46279,Garage,Gas,Window Units,Metal,Basement,Carpet,Brick,Municipal,Septic,Winter,859000.0,893982,34982.0,3.91
PROP_0231,East Hartford,Single Family,4,2.0,1200.0,6098.400000000001,59,1,Fair,3,0,1,1,1,0,1,25,20,0,1,0,0,0,7,56,54,10,0,4231,1224,30,2,0,0,1,0,10283,Street,Gas,Central AC,Asphalt Shingle,Slab,Hardwood,Stucco,Well,Municipal,Fall,195000.0,213099,18099.0,8.49
PROP_0232,East Hampton,Single Family,3,3.0,2262.0,8712.0,59,2,Poor,2,0,0,0,1,1,1,23,20,1,0,0,0,0,5,58,44,7,1,5588,2431,90,2,0,0,1,0,36637,Driveway,Oil,Window Units,Metal,Slab,Hardwood,Vinyl Siding,Municipal,Septic,Summer,389000.0,397066,8066.0,2.03
PROP_0233,East Hampton,Single Family,4,3.0,1767.0,54450.0,56,1,Poor,3,0,1,1,1,0,0,25,20,1,0,0,0,0,7,50,41,6,1,3001,1476,10,0,0,0,0,1,9645,Street,Electric,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Well,Municipal,Spring,239900.0,236085,-3815.0,-1.62
PROP_0234,Weston,Single Family,4,5.0,4750.0,87555.59999999999,45,3,Fair,3,0,0,0,1,1,1,23,20,0,0,0,0,0,8,72,65,11,0,33180,13441,10,0,0,0,1,0,82751,Street,Gas,Central AC,Asphalt Shingle,Slab,Tile,Wood,Municipal,Municipal,Fall,2100000.0,2183110,83110.0,3.81
PROP_0235,Meriden,Single Family,6,4.0,2995.0,7840.799999999999,64,2,Poor,3,0,0,1,1,1,0,25,20,0,0,0,0,0,7,43,36,5,1,3082,1576,10,0,0,0,0,0,14860,Garage,Gas,Central AC,Metal,Crawl Space,Hardwood,Brick,Well,Municipal,Spring,240000.0,241814,1814.0,0.75
PROP_0236,Thomaston,Single Family,2,2.0,1858.0,17424.0,67,1,Poor,1,0,1,1,0,1,1,24,20,0,0,0,0,0,7,38,33,2,0,2506,1026,60,2,0,0,1,0,12018,Garage,Oil,Central AC,Metal,Slab,Laminate,Vinyl Siding,Well,Municipal,Winter,175000.0,160764,-14236.0,-8.86
PROP_0237,Bloomfield,Single Family,3,4.0,2444.0,8712.0,61,2,Distressed,2,0,0,1,1,1,0,23,20,0,1,0,0,0,7,29,21,7,1,6730,2228,60,1,0,0,1,1,86836,Carport,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Septic,Summer,395000.0,320604,-74396.0,-23.2
